,AMD_open,CELG_open,RMD_open,ARNC_open,M_open,NVDA_open,XLNX_open,FCX_open,NKTR_open,LRCX_open,LYFT_open,UBER_open,SFIX_open,CRM_open,SQ_open,BYND_open,PINS_open,SPOT_open,Values
1999-12-07,0.10464001067281936,0.09968438389200557,0.0972952875390789,0.10720945750001774,0.09968438389200557,0.0972952875390789,0.09496344971713488,0.10213214476536212,0.09496344971713488,0.10213214476536212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10670548.376309041
1999-12-08,0.10464001067281936,0.09968438389200557,0.0972952875390789,0.10720945750001774,0.09968438389200557,0.0972952875390789,0.09496344971713488,0.10213214476536212,0.09496344971713488,0.10213214476536212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10570152.879808173
1999-12-09,0.10464001067281936,0.09968438389200557,0.0972952875390789,0.10720945750001774,0.09968438389200557,0.0972952875390789,0.09496344971713488,0.10213214476536212,0.09496344971713488,0.10213214476536212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10549075.173451152
1999-12-10,0.10464001067281936,0.09968438389200557,0.0972952875390789,0.10720945750001774,0.09968438389200557,0.0972952875390789,0.09496344971713488,0.10213214476536212,0.09496344971713488,0.10213214476536212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10453973.636477483
1999-12-13,0.10464001067281936,0.09968438389200557,0.0972952875390789,0.10720945750001774,0.09968438389200557,0.0972952875390789,0.09496344971713488,0.10213214476536212,0.09496344971713488,0.10213214476536212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10418697.067908788
1999-12-14,0.10414225249865114,0.10164631616523663,0.09683246720516235,0.10669947681982046,0.099210198954522,0.09683246720516235,0.09451172161580934,0.10164631616523663,0.09683246720516235,0.10164631616523663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10538519.42754104
1999-12-15,0.10414225249865114,0.10164631616523663,0.09683246720516235,0.10669947681982046,0.099210198954522,0.09683246720516235,0.09451172161580934,0.10164631616523663,0.09683246720516235,0.10164631616523663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10229957.816390127
1999-12-16,0.1048973788859336,0.10238334473591615,0.09519701786384774,0.1048973788859336,0.09992956345183854,0.09519701786384774,0.09519701786384774,0.10238334473591615,0.0975345909770025,0.10238334473591615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10643371.947995182
1999-12-17,0.10363113817632645,0.10363113817632645,0.09635722819633417,0.10617581202979812,0.1011474515184952,0.09635722819633417,0.09404787247306078,0.1011474515184952,0.09635722819633417,0.1011474515184952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10980903.17438088
1999-12-20,0.10363113817632645,0.10363113817632645,0.09635722819633417,0.10617581202979812,0.1011474515184952,0.09635722819633417,0.09404787247306078,0.1011474515184952,0.09635722819633417,0.1011474515184952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10931857.516598154
1999-12-21,0.10440925037306019,0.10190691500678732,0.09708072439470124,0.10440925037306019,0.10190691500678732,0.09708072439470124,0.09475402892310028,0.09946455212631364,0.09708072439470124,0.10190691500678732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11271416.890891297
1999-12-22,0.103142763024406,0.103142763024406,0.09590313228667671,0.10567544477297902,0.10067078106142023,0.09825804411617634,0.09590313228667671,0.09825804411617634,0.09590313228667671,0.103142763024406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11480635.973097559
1999-12-23,0.103142763024406,0.103142763024406,0.09590313228667671,0.10567544477297902,0.10067078106142023,0.09825804411617634,0.09590313228667671,0.09825804411617634,0.09590313228667671,0.103142763024406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11465327.762422863
1999-12-27,0.10414863555895196,0.10165254624524617,0.09451751440407477,0.10414863555895196,0.10165254624524617,0.0968384022359728,0.0968384022359728,0.09921627972065862,0.0968384022359728,0.10414863555895196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11727493.525206797
1999-12-28,0.10414863555895196,0.10165254624524617,0.09451751440407477,0.10414863555895196,0.10165254624524617,0.0968384022359728,0.0968384022359728,0.09921627972065862,0.0968384022359728,0.10414863555895196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11177734.00189094
1999-12-29,0.10414863555895196,0.10165254624524617,0.09451751440407477,0.10414863555895196,0.10165254624524617,0.0968384022359728,0.0968384022359728,0.09921627972065862,0.0968384022359728,0.10414863555895196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11157547.060890052
1999-12-30,0.10291275640726345,0.10044628692224775,0.09568926992363905,0.10291275640726345,0.10291275640726345,0.09803893033958631,0.09568926992363905,0.10044628692224775,0.09803893033958631,0.10291275640726345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11269319.65871754
1999-12-31,0.10291275640726345,0.10044628692224775,0.09568926992363905,0.10291275640726345,0.10291275640726345,0.09803893033958631,0.09568926992363905,0.10044628692224775,0.09803893033958631,0.10291275640726345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11297254.755170926
2000-01-03,0.10465274544197063,0.0996965155575959,0.09497500684143352,0.10214457432531866,0.10465274544197063,0.09730712844981992,0.09497500684143352,0.10214457432531866,0.09730712844981992,0.10214457432531866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11711933.753194766
2000-01-04,0.10465274544197063,0.0996965155575959,0.09497500684143352,0.10214457432531866,0.10465274544197063,0.09730712844981992,0.09497500684143352,0.10214457432531866,0.09730712844981992,0.10214457432531866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11389002.735611437
2000-01-05,0.10465274544197063,0.0996965155575959,0.09497500684143352,0.10214457432531866,0.10465274544197063,0.09730712844981992,0.09497500684143352,0.10214457432531866,0.09730712844981992,0.10214457432531866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11203398.424962971
2000-01-06,0.10618198108762796,0.09872902644947186,0.09636282677195798,0.10115332841706402,0.10363715938277791,0.09636282677195798,0.09405333686982847,0.10115332841706402,0.09872902644947186,0.10363715938277791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11390091.629603036
2000-01-07,0.10618198108762796,0.09872902644947186,0.09636282677195798,0.10115332841706402,0.10363715938277791,0.09636282677195798,0.09405333686982847,0.10115332841706402,0.09872902644947186,0.10363715938277791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11185030.992403414
2000-01-10,0.10669932384912434,0.09921005672089868,0.09683232838039624,0.09921005672089868,0.10414210319414342,0.09683232838039624,0.0945115861182017,0.09921005672089868,0.09921005672089868,0.10414210319414342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11557764.81139779
2000-01-11,0.10616918560527393,0.09871712908701144,0.09635121454889606,0.09871712908701144,0.103624670564708,0.09635121454889606,0.09404200295234143,0.10114113891357618,0.09871712908701144,0.10616918560527393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11897309.563022714
2000-01-12,0.10616918560527393,0.09871712908701144,0.09635121454889606,0.09871712908701144,0.103624670564708,0.09635121454889606,0.09404200295234143,0.10114113891357618,0.09871712908701144,0.10616918560527393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11591001.882706176
2000-01-13,0.10695363052754932,0.09944651351444612,0.09706311810713711,0.09706311810713711,0.10439031500460383,0.09706311810713711,0.0947368445984933,0.09944651351444612,0.09944651351444612,0.10439031500460383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11678738.425097097
2000-01-14,0.10798355870257886,0.10040415062944431,0.09564912915568045,0.09564912915568045,0.10286958545321376,0.09799780391071075,0.09564912915568045,0.09799780391071075,0.10040415062944431,0.10539555929685586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11987766.092729066
2000-01-18,0.10615699896968903,0.10112952942259672,0.09634015486963814,0.09403120833605874,0.10361277600141662,0.09870579783612812,0.09403120833605874,0.09870579783612812,0.10112952942259672,0.10615699896968903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12309833.752785753
2000-01-19,0.10717800126642908,0.10210217826168265,0.09726674021346722,0.09493558657402845,0.10210217826168265,0.09726674021346722,0.0926603027753877,0.09965513558371293,0.09965513558371293,0.10717800126642908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12626807.625664739
2000-01-20,0.10637726840827874,0.10382776632915819,0.09891060647697074,0.09422631748261638,0.10133936716185986,0.09654005494248062,0.0919680324568363,0.09891060647697074,0.09891060647697074,0.10898937378785781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12911717.675694006
2000-01-21,0.10637726840827874,0.10382776632915819,0.09891060647697074,0.09422631748261638,0.10133936716185986,0.09654005494248062,0.0919680324568363,0.09891060647697074,0.09891060647697074,0.10898937378785781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12874229.379250532
2000-01-24,0.10637726840827874,0.10382776632915819,0.09891060647697074,0.09422631748261638,0.10133936716185986,0.09654005494248062,0.0919680324568363,0.09891060647697074,0.09891060647697074,0.10898937378785781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12823176.838498706
2000-01-25,0.10637726840827874,0.10382776632915819,0.09891060647697074,0.09422631748261638,0.10133936716185986,0.09654005494248062,0.0919680324568363,0.09891060647697074,0.09891060647697074,0.10898937378785781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12476245.47932263
2000-01-26,0.1058440366043437,0.1058440366043437,0.09841480242118696,0.09375399411878857,0.10330731428177384,0.09605613362715419,0.09150702908097315,0.09841480242118696,0.09841480242118696,0.10844304841906194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12503694.426931378
2000-01-27,0.1058440366043437,0.1058440366043437,0.09841480242118696,0.09375399411878857,0.10330731428177384,0.09605613362715419,0.09150702908097315,0.09841480242118696,0.09841480242118696,0.10844304841906194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288144.577046651
2000-01-28,0.1058440366043437,0.1058440366043437,0.09841480242118696,0.09375399411878857,0.10330731428177384,0.09605613362715419,0.09150702908097315,0.09841480242118696,0.09841480242118696,0.10844304841906194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11810595.220718693
2000-01-31,0.1058440366043437,0.1058440366043437,0.09841480242118696,0.09375399411878857,0.10330731428177384,0.09605613362715419,0.09150702908097315,0.09841480242118696,0.09841480242118696,0.10844304841906194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11677486.999671858
2000-02-01,0.1060942778667735,0.1060942778667735,0.09864747915187248,0.09397565155551145,0.10355155811046246,0.09628323388631038,0.0917233741412435,0.09864747915187248,0.09628323388631038,0.10869943438286983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11704928.711692896
2000-02-02,0.10406218762523908,0.1066174459447458,0.09675802211642127,0.09443906072317862,0.10406218762523908,0.09675802211642127,0.09217567696397318,0.09913392585854129,0.09675802211642127,0.1092354489098189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11950693.548276858
2000-02-03,0.1048038174395769,0.10737728655972432,0.09744759664503219,0.0928325940608868,0.1022920256398809,0.09511210849075583,0.0928325940608868,0.09984043296459809,0.09744759664503219,0.1100139474936258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12592245.937580962
2000-02-04,0.10354538474853572,0.10869295412354857,0.09864159815304371,0.0917179059320147,0.10106375330932135,0.09397004907381114,0.09397004907381114,0.10106375330932135,0.09864159815304371,0.10869295412354857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12859164.819674786
2000-02-07,0.10451682899620802,0.10971269194481659,0.09956703595347964,0.09035959716992323,0.09956703595347964,0.09257838689253829,0.09485165923777866,0.09956703595347964,0.09956703595347964,0.10971269194481659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13184187.094464054
2000-02-08,0.10551442674952317,0.1107598834454148,0.10051738866055464,0.08903578290900974,0.10051738866055464,0.09346203397269309,0.09346203397269309,0.0981083280105454,0.10051738866055464,0.10810534495845682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13462548.074222365
2000-02-09,0.10672837722441066,0.11203418324733881,0.10167384788094727,0.08790170947084293,0.09923707082844975,0.09227158214824187,0.09227158214824187,0.09685869505147522,0.10167384788094727,0.10934910411910437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13623608.285486463
2000-02-10,0.10752241185901372,0.11016263636040154,0.1024302779771445,0.0885556780176888,0.09757930151559878,0.09295806154501253,0.09295806154501253,0.0952406568425815,0.1024302779771445,0.11016263636040154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13801380.541017111
2000-02-11,0.10908720895061598,0.11176585721454334,0.10143033523641166,0.08984444809837341,0.09662671487692857,0.09205058827958537,0.09205058827958537,0.09662671487692857,0.10143033523641166,0.10908720895061598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14235504.29677241
2000-02-14,0.10728911229674086,0.10992360810203802,0.10220802720539945,0.09053330814779936,0.09503400593912997,0.09275636336234323,0.09275636336234323,0.0973675762767683,0.10220802720539945,0.10992360810203802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14247202.893041853
2000-02-15,0.10862247453560712,0.10862247453560712,0.10099822071112771,0.09165843344578904,0.09621506478298505,0.09165843344578904,0.09390911623422679,0.09621506478298505,0.10347824299027583,0.10862247453560712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14608598.368002879
2000-02-16,0.10992314401418965,0.10992314401418965,0.09975802651606916,0.09053292592409957,0.0950336047138782,0.09275597175309896,0.0950336047138782,0.0950336047138782,0.10471731430521516,0.10728865933150311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14623529.738007171
2000-02-17,0.10807795032881033,0.11073181613766198,0.09808346669298412,0.0911989499366747,0.09343835005764087,0.09343835005764087,0.09573273889180238,0.09573273889180238,0.10548768867617189,0.10807795032881033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15244658.910149498
2000-02-18,0.10992314401418965,0.10992314401418965,0.09975802651606917,0.09053292592409957,0.09275597175309898,0.0950336047138782,0.0950336047138782,0.0950336047138782,0.10471731430521516,0.10728865933150311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15566063.688222442
2000-02-22,0.10992314401418965,0.10992314401418965,0.09975802651606917,0.09053292592409957,0.09275597175309898,0.0950336047138782,0.0950336047138782,0.0950336047138782,0.10471731430521516,0.10728865933150311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15248382.392894939
2000-02-23,0.10829634932869212,0.11095557794870654,0.10069498635959703,0.089193094498455,0.09138324062127635,0.09592619125064435,0.09592619125064435,0.09362716602001903,0.10570085339327308,0.10829634932869212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15297092.481681012
2000-02-24,0.10955250557497348,0.11224257924804858,0.10186297250935095,0.08806521639505405,0.09022766734854565,0.09471317076668605,0.09703886296181857,0.09244321752006768,0.10692690383772746,0.10692690383772746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15326233.39252394
2000-02-25,0.10873221005664911,0.11413763296298475,0.10110025385317714,0.08955207028423003,0.08955207028423003,0.09400398763026721,0.09631226575645939,0.09175103109646006,0.10873221005664911,0.106126268018893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15345878.239521228
2000-02-28,0.10873221005664911,0.11413763296298475,0.10110025385317714,0.08955207028423003,0.08955207028423003,0.09400398763026721,0.09631226575645939,0.09175103109646006,0.10873221005664911,0.106126268018893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15237636.037298702
2000-02-29,0.10999945338814407,0.11546787497838758,0.09982727919819213,0.08842450124826287,0.08842450124826287,0.09509957767112379,0.09743475812976309,0.09059577448034756,0.10736313982875798,0.10736313982875798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15856758.027071077
2000-03-01,0.11132194584730065,0.11685611273076002,0.10102747447090753,0.08948760413199151,0.08734288998202493,0.0939363166612057,0.0962429331194027,0.09168498197085155,0.10604987054277774,0.10604987054277774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16434937.00802267
2000-03-02,0.11132194584730065,0.11685611273076002,0.10102747447090753,0.08948760413199151,0.08734288998202493,0.0939363166612057,0.0962429331194027,0.09168498197085155,0.10604987054277774,0.10604987054277774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16389604.990561849
2000-03-03,0.11132194584730065,0.11685611273076002,0.10102747447090753,0.08948760413199151,0.08734288998202493,0.0939363166612057,0.0962429331194027,0.09168498197085155,0.10604987054277774,0.10604987054277774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16171473.57880025
2000-03-06,0.1128493632463421,0.11845946289151037,0.10241364429675433,0.08854129743731773,0.08641926304705597,0.09294296606039641,0.0952251906867011,0.09071543861251008,0.10750495126563288,0.10492842245577905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16537459.527034422
2000-03-07,0.11448463804217834,0.11729582076367286,0.10140762225292478,0.08767154519265483,0.08557035581175707,0.09428978172223629,0.09428978172223629,0.09202997567403025,0.10906278138691176,0.10389769743139751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17394078.44647856
2000-03-08,0.11315647599624308,0.11593504555444573,0.10269235686563873,0.08878225724917255,0.08665444787003863,0.09548434031174416,0.09319590474848145,0.09096231521871605,0.11044449931988085,0.10269235686563873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17627863.229489047
2000-03-09,0.11315647599624308,0.11593504555444573,0.10269235686563873,0.08878225724917255,0.08665444787003863,0.09548434031174416,0.09319590474848145,0.09096231521871605,0.11044449931988085,0.10269235686563873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17439653.431546412
2000-03-10,0.11181531039301967,0.11456094748416892,0.10147521524356568,0.08772998243634543,0.08772998243634543,0.09666946942018073,0.09435263033451897,0.08988420168357064,0.11181531039301967,0.10396695017526499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18110233.799901463
2000-03-13,0.11181531039301967,0.11456094748416892,0.10147521524356568,0.08772998243634543,0.08772998243634543,0.09666946942018073,0.09435263033451897,0.08988420168357064,0.11181531039301967,0.10396695017526499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17565626.10600285
2000-03-14,0.11157495348072323,0.11431468858178546,0.10125708528153425,0.08754139906954078,0.08969098763171174,0.09646166983440395,0.09414981099954113,0.08969098763171174,0.11157495348072323,0.10374346400832442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18268980.73702174
2000-03-15,0.11157495348072323,0.11431468858178546,0.10125708528153425,0.08754139906954078,0.08969098763171174,0.09646166983440395,0.09414981099954113,0.08969098763171174,0.11157495348072323,0.10374346400832442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16324416.256996457
2000-03-16,0.1105752743621702,0.11329046223389956,0.10281395275673877,0.08888738247965303,0.09107002181064881,0.09559740133985452,0.09330625608747732,0.09107002181064881,0.1105752743621702,0.10281395275673877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16640251.009693367
2000-03-17,0.1105752743621702,0.11329046223389956,0.10281395275673877,0.08888738247965303,0.09107002181064881,0.09559740133985452,0.09330625608747732,0.09107002181064881,0.1105752743621702,0.10281395275673877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14926383.183580449
2000-03-20,0.11168008991429444,0.11168008991429444,0.10384122087464519,0.0897755029307901,0.09197995015592382,0.0942385278220994,0.09197995015592382,0.09197995015592382,0.1090034972014597,0.10384122087464519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15551933.779447842
2000-03-21,0.11168008991429444,0.11168008991429444,0.10384122087464519,0.0897755029307901,0.09197995015592382,0.0942385278220994,0.09197995015592382,0.09197995015592382,0.1090034972014597,0.10384122087464519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15102011.51569796
2000-03-22,0.11267376960355358,0.11267376960355358,0.10476515379921744,0.08840352715216065,0.09057428536303752,0.09279834677755217,0.09279834677755217,0.09057428536303752,0.10997336176111781,0.10476515379921744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15696547.118857864
2000-03-23,0.11109345474849658,0.11109345474849658,0.10329576185978229,0.08930392856971278,0.08930392856971278,0.09374351000436759,0.09374351000436759,0.09149679623519175,0.11109345474849658,0.10583220051137542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16459083.47878626
2000-03-24,0.1130174006824232,0.11030875716931138,0.10256614250952475,0.09085051770625864,0.09085051770625864,0.09308136203596312,0.09308136203596312,0.09085051770625864,0.11030875716931138,0.10508466527872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16573060.937519759
2000-03-27,0.1130174006824232,0.11030875716931138,0.10256614250952475,0.09085051770625864,0.09085051770625864,0.09308136203596312,0.09308136203596312,0.09085051770625864,0.11030875716931138,0.10508466527872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16300420.484618653
2000-03-28,0.1130174006824232,0.11030875716931138,0.10256614250952475,0.09085051770625864,0.09085051770625864,0.09308136203596312,0.09308136203596312,0.09085051770625864,0.11030875716931138,0.10508466527872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16084061.840983251
2000-03-29,0.1130174006824232,0.11030875716931138,0.10256614250952475,0.09085051770625864,0.09085051770625864,0.09308136203596312,0.09308136203596312,0.09085051770625864,0.11030875716931138,0.10508466527872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15718261.192525102
2000-03-30,0.1130174006824232,0.11030875716931138,0.10256614250952475,0.09085051770625864,0.09085051770625864,0.09308136203596312,0.09308136203596312,0.09085051770625864,0.11030875716931138,0.10508466527872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14436903.661286406
2000-03-31,0.1119207549922425,0.1119207549922425,0.10406499357697015,0.08996896470564401,0.08996896470564401,0.09444160719516775,0.09444160719516775,0.08996896470564401,0.10923839435430702,0.10406499357697015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15065663.565720867
2000-04-03,0.1119207549922425,0.1119207549922425,0.10406499357697015,0.08996896470564401,0.08996896470564401,0.09444160719516775,0.09444160719516775,0.08996896470564401,0.10923839435430702,0.10406499357697015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14544920.446567263
2000-04-04,0.1119207549922425,0.1119207549922425,0.10406499357697015,0.08996896470564401,0.08996896470564401,0.09444160719516775,0.09444160719516775,0.08996896470564401,0.10923839435430702,0.10406499357697015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14244872.567726335
2000-04-05,0.1119207549922425,0.1119207549922425,0.10406499357697015,0.08996896470564401,0.08996896470564401,0.09444160719516775,0.09444160719516775,0.08996896470564401,0.10923839435430702,0.10406499357697015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13449554.333802106
2000-04-06,0.11083108865045802,0.11355255806982067,0.10305181134042515,0.091280710980974,0.08909302214564492,0.0958185645368439,0.09352211875326313,0.08909302214564492,0.10817484361640572,0.1055822597605196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15154719.14167345
2000-04-07,0.11218934276828127,0.11218934276828127,0.10181465906082401,0.0901848725070565,0.0901848725070565,0.09699283758090411,0.0946682484579419,0.08802344720066961,0.10687618857449248,0.10687618857449248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15421120.133044261
2000-04-10,0.11142319745784757,0.11142319745784757,0.103602359799843,0.08956899656520297,0.09176837300410068,0.09633046978531279,0.09402175537033348,0.08956899656520297,0.10614632699715444,0.10614632699715444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15533358.438016977
2000-04-11,0.11142319745784757,0.11142319745784757,0.103602359799843,0.08956899656520297,0.09176837300410068,0.09633046978531279,0.09402175537033348,0.08956899656520297,0.10614632699715444,0.10614632699715444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14967305.088367058
2000-04-12,0.11142319745784757,0.11142319745784757,0.103602359799843,0.08956899656520297,0.09176837300410068,0.09633046978531279,0.09402175537033348,0.08956899656520297,0.10614632699715444,0.10614632699715444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14762677.354138374
2000-04-13,0.11142319745784757,0.11142319745784757,0.103602359799843,0.08956899656520297,0.09176837300410068,0.09633046978531279,0.09402175537033348,0.08956899656520297,0.10614632699715444,0.10614632699715444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14492706.928485686
